sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"VPS18","Approved symbol","VPS18","VPS18 core subunit of CORVET and HOPS complexes","HGNC:15972","15q15.1"
"VPS25","Approved symbol","VPS25","vacuolar protein sorting 25 homolog","HGNC:28122","17q21.31"
"VPS26A","Approved symbol","VPS26A","VPS26, retromer complex component A","HGNC:12711","10q22.1"
"VPS26B","Approved symbol","VPS26B","VPS26, retromer complex component B","HGNC:28119","11q25"
"VPS28","Approved symbol","VPS28","VPS28 subunit of ESCRT-I","HGNC:18178","8q24.3"
"VPS29","Approved symbol","VPS29","VPS29 retromer complex component","HGNC:14340","12q24.11"
"VPS33A","Approved symbol","VPS33A","VPS33A core subunit of CORVET and HOPS complexes","HGNC:18179","12q24.31"
"VPS33B","Approved symbol","VPS33B","VPS33B late endosome and lysosome associated","HGNC:12712","15q26.1"
"VPS35","Approved symbol","VPS35","VPS35 retromer complex component","HGNC:13487","16q11.2"
"VPS36","Approved symbol","VPS36","vacuolar protein sorting 36 homolog","HGNC:20312","13q14.3"
"VPS37A","Approved symbol","VPS37A","VPS37A subunit of ESCRT-I","HGNC:24928","8p22"
"VPS37B","Approved symbol","VPS37B","VPS37B subunit of ESCRT-I","HGNC:25754","12q24.31"
"VPS37C","Approved symbol","VPS37C","VPS37C subunit of ESCRT-I","HGNC:26097","11q12.2"
"VPS37D","Approved symbol","VPS37D","VPS37D subunit of ESCRT-I","HGNC:18287","7q11.23"
"VPS39","Approved symbol","VPS39","VPS39 subunit of HOPS complex","HGNC:20593","15q15.1"
"VPS41","Approved symbol","VPS41","VPS41 subunit of HOPS complex","HGNC:12713","7p14.1"
"VPS45","Approved symbol","VPS45","vacuolar protein sorting 45 homolog","HGNC:14579","1q21.2"
"VPS4A","Approved symbol","VPS4A","vacuolar protein sorting 4 homolog A","HGNC:13488","16q23.1"
"VPS4B","Approved symbol","VPS4B","vacuolar protein sorting 4 homolog B","HGNC:10895","18q21.33"
"VPS51","Approved symbol","VPS51","VPS51 subunit of GARP complex","HGNC:1172","11q13.1"
"VPS52","Approved symbol","VPS52","VPS52 subunit of GARP complex","HGNC:10518","6p21.32"
"VPS53","Approved symbol","VPS53","VPS53 subunit of GARP complex","HGNC:25608","17p13.3"
"VPS54","Approved symbol","VPS54","VPS54 subunit of GARP complex","HGNC:18652","2p15-p14"
"VPS72","Approved symbol","VPS72","vacuolar protein sorting 72 homolog","HGNC:11644","1q21.3"
"VPS8","Approved symbol","VPS8","VPS8 subunit of CORVET complex","HGNC:29122","3q27.2"
"VPS9D1","Approved symbol","VPS9D1","VPS9 domain containing 1","HGNC:13526","16q24.3"
"VRK1","Approved symbol","VRK1","VRK serine/threonine kinase 1","HGNC:12718","14q32.2"
"VRK2","Approved symbol","VRK2","VRK serine/threonine kinase 2","HGNC:12719","2p16.1"
"VRK3","Approved symbol","VRK3","VRK serine/threonine kinase 3","HGNC:18996","19q13.33"
"VSIG10","Approved symbol","VSIG10","V-set and immunoglobulin domain containing 10","HGNC:26078","12q24.23"
"VSIG10L","Approved symbol","VSIG10L","V-set and immunoglobulin domain containing 10 like","HGNC:27111","19q13.41"
"VSTM1","Approved symbol","VSTM1","V-set and transmembrane domain containing 1","HGNC:29455","19q13.42"
"VSTM2L","Approved symbol","VSTM2L","V-set and transmembrane domain containing 2 like","HGNC:16096","20q11.23"
"VSTM4","Approved symbol","VSTM4","V-set and transmembrane domain containing 4","HGNC:26470","10q11.23"
"VSX1","Approved symbol","VSX1","visual system homeobox 1","HGNC:12723","20p11.21"
"VTA1","Approved symbol","VTA1","vesicle trafficking 1","HGNC:20954","6q24.1-q24.2"
"VTI1A","Approved symbol","VTI1A","vesicle transport through interaction with t-SNAREs 1A","HGNC:17792","10q25.2"
"VTI1A","Alias symbol","VTI1A","vesicle transport through interaction with t-SNAREs 1A","HGNC:17792","10q25.2"
"VTI1B","Approved symbol","VTI1B","vesicle transport through interaction with t-SNAREs 1B","HGNC:17793","14q24.1"
"VTN","Approved symbol","VTN","vitronectin","HGNC:12724","17q11.2"
"VWA1","Approved symbol","VWA1","von Willebrand factor A domain containing 1","HGNC:30910","1p36.33"
"VWA5A","Approved symbol","VWA5A","von Willebrand factor A domain containing 5A","HGNC:6658","11q24.2"
"VWA7","Approved symbol","VWA7","von Willebrand factor A domain containing 7","HGNC:13939","6p21.33"
"VWA8","Approved symbol","VWA8","von Willebrand factor A domain containing 8","HGNC:29071","13q14.11"
"VWA9","Previous symbol","INTS14","integrator complex subunit 14","HGNC:25372","15q22.31"
"VWDE","Approved symbol","VWDE","von Willebrand factor D and EGF domains","HGNC:21897","7p21.3"
"WAC","Approved symbol","WAC","WW domain containing adaptor with coiled-coil","HGNC:17327","10p12.1"
"WAPAL","Previous symbol","WAPL","WAPL cohesin release factor","HGNC:23293","10q23.2"
"WARS","Previous symbol","WARS1","tryptophanyl-tRNA synthetase 1","HGNC:12729","14q32.2"
"WARS2","Approved symbol","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial","HGNC:12730","1p12"
"WASF1","Approved symbol","WASF1","WASP family member 1","HGNC:12732","6q21"
"WASF2","Approved symbol","WASF2","WASP family member 2","HGNC:12733","1p36.11"
"WASF3","Approved symbol","WASF3","WASP family member 3","HGNC:12734","13q12.13"
"WASL","Approved symbol","WASL","WASP like actin nucleation promoting factor","HGNC:12735","7q31.32"
"WBP1","Approved symbol","WBP1","WW domain binding protein 1","HGNC:12737","2p13.1"
"WBP1","Alias symbol","DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit","HGNC:2728","1p36.12"
"WBP11","Approved symbol","WBP11","WW domain binding protein 11","HGNC:16461","12p12.3"
"WBP1L","Approved symbol","WBP1L","WW domain binding protein 1 like","HGNC:23510","10q24.32"
"WBP2","Approved symbol","WBP2","WW domain binding protein 2","HGNC:12738","17q25.1"
"WBP4","Approved symbol","WBP4","WW domain binding protein 4","HGNC:12739","13q14.11"
"WBP5","Previous symbol","TCEAL9","transcription elongation factor A like 9","HGNC:30084","Xq22.2"
"WBSCR16","Previous symbol","RCC1L","RCC1 like","HGNC:14948","7q11.23"
"WBSCR22","Previous symbol","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor","HGNC:16405","7q11.23"
"WBSCR27","Previous symbol","METTL27","methyltransferase like 27","HGNC:19068","7q11.23"
"WDFY1","Approved symbol","WDFY1","WD repeat and FYVE domain containing 1","HGNC:20451","2q36.1"
"WDFY2","Approved symbol","WDFY2","WD repeat and FYVE domain containing 2","HGNC:20482","13q14.3"
"WDFY3","Approved symbol","WDFY3","WD repeat and FYVE domain containing 3","HGNC:20751","4q21.23"
"WDHD1","Approved symbol","WDHD1","WD repeat and HMG-box DNA binding protein 1","HGNC:23170","14q22.2-q22.3"
"WDPCP","Approved symbol","WDPCP","WD repeat containing planar cell polarity effector","HGNC:28027","2p15"
"WDR1","Approved symbol","WDR1","WD repeat domain 1","HGNC:12754","4p16.1"
"WDR11","Approved symbol","WDR11","WD repeat domain 11","HGNC:13831","10q26.12"
"WDR11","Previous symbol","PHIP","pleckstrin homology domain interacting protein","HGNC:15673","6q14.1"
"WDR12","Approved symbol","WDR12","WD repeat domain 12","HGNC:14098","2q33.2"
"WDR13","Approved symbol","WDR13","WD repeat domain 13","HGNC:14352","Xp11.23"
"WDR17","Approved symbol","WDR17","WD repeat domain 17","HGNC:16661","4q34.2"
"WDR18","Approved symbol","WDR18","WD repeat domain 18","HGNC:17956","19p13.3"
"WDR19","Approved symbol","WDR19","WD repeat domain 19","HGNC:18340","4p14"
"WDR20","Approved symbol","WDR20","WD repeat domain 20","HGNC:19667","14q32.31"
"WDR24","Approved symbol","WDR24","WD repeat domain 24","HGNC:20852","16p13.3"
"WDR25","Approved symbol","WDR25","WD repeat domain 25","HGNC:21064","14q32.32"
"WDR26","Approved symbol","WDR26","WD repeat domain 26","HGNC:21208","1q42.11-q42.12"
"WDR27","Approved symbol","WDR27","WD repeat domain 27","HGNC:21248","6q27"
"WDR3","Approved symbol","WDR3","WD repeat domain 3","HGNC:12755","1p12"
"WDR31","Approved symbol","WDR31","WD repeat domain 31","HGNC:21421","9q32"
"WDR33","Approved symbol","WDR33","WD repeat domain 33","HGNC:25651","2q14.3"
"WDR34","Approved symbol","WDR34","WD repeat domain 34","HGNC:28296","9q34.11"
"WDR35","Approved symbol","WDR35","WD repeat domain 35","HGNC:29250","2p24.1"
"WDR36","Approved symbol","WDR36","WD repeat domain 36","HGNC:30696","5q22.1"
"WDR37","Approved symbol","WDR37","WD repeat domain 37","HGNC:31406","10p15.3"
"WDR4","Approved symbol","WDR4","WD repeat domain 4","HGNC:12756","21q22.3"
"WDR41","Approved symbol","WDR41","WD repeat domain 41","HGNC:25601","5q13.3-q14.1"
"WDR43","Approved symbol","WDR43","WD repeat domain 43","HGNC:28945","2p23.2"
"WDR44","Approved symbol","WDR44","WD repeat domain 44","HGNC:30512","Xq24"
"WDR45","Approved symbol","WDR45","WD repeat domain 45","HGNC:28912","Xp11.23"
"WDR45B","Approved symbol","WDR45B","WD repeat domain 45B","HGNC:25072","17q25.3"
"WDR46","Approved symbol","WDR46","WD repeat domain 46","HGNC:13923","6p21.32"
"WDR47","Approved symbol","WDR47","WD repeat domain 47","HGNC:29141","1p13.3"
"WDR48","Approved symbol","WDR48","WD repeat domain 48","HGNC:30914","3p22.2"
"WDR5","Approved symbol","WDR5","WD repeat domain 5","HGNC:12757","9q34.2"
"WDR52","Previous symbol","CFAP44","cilia and flagella associated protein 44","HGNC:25631","3q13.2"
"WDR53","Approved symbol","WDR53","WD repeat domain 53","HGNC:28786","3q29"
"WDR54","Approved symbol","WDR54","WD repeat domain 54","HGNC:25770","2p13.1"
"WDR55","Approved symbol","WDR55","WD repeat domain 55","HGNC:25971","5q31.3"
"WDR59","Approved symbol","WDR59","WD repeat domain 59","HGNC:25706","16q23.1"
"WDR5B","Approved symbol","WDR5B","WD repeat domain 5B","HGNC:17826","3q21.1"
"WDR6","Approved symbol","WDR6","WD repeat domain 6","HGNC:12758","3p21.31"
"WDR60","Approved symbol","WDR60","WD repeat domain 60","HGNC:21862","7q36.3"
"WDR61","Approved symbol","WDR61","WD repeat domain 61","HGNC:30300","15q25.1"
"WDR62","Approved symbol","WDR62","WD repeat domain 62","HGNC:24502","19q13.12"
"WDR63","Approved symbol","WDR63","WD repeat domain 63","HGNC:30711","1p22.3"
"WDR65","Previous symbol","CFAP57","cilia and flagella associated protein 57","HGNC:26485","1p34.2"
"WDR66","Approved symbol","WDR66","WD repeat domain 66","HGNC:28506","12q24.31"
"WDR7","Approved symbol","WDR7","WD repeat domain 7","HGNC:13490","18q21.31"
"WDR70","Approved symbol","WDR70","WD repeat domain 70","HGNC:25495","5p13.2"
"WDR72","Approved symbol","WDR72","WD repeat domain 72","HGNC:26790","15q21.3"
"WDR73","Approved symbol","WDR73","WD repeat domain 73","HGNC:25928","15q25.2"
"WDR74","Approved symbol","WDR74","WD repeat domain 74","HGNC:25529","11q12.3"
"WDR75","Approved symbol","WDR75","WD repeat domain 75","HGNC:25725","2q32.2"
"WDR76","Approved symbol","WDR76","WD repeat domain 76","HGNC:25773","15q15.3"
"WDR77","Approved symbol","WDR77","WD repeat domain 77","HGNC:29652","1p13.2"
"WDR78","Approved symbol","WDR78","WD repeat domain 78","HGNC:26252","1p31.3"
"WDR81","Approved symbol","WDR81","WD repeat domain 81","HGNC:26600","17p13.3"
"WDR82","Approved symbol","WDR82","WD repeat domain 82","HGNC:28826","3p21.2"
"WDR82","Previous symbol","WDR82P1","WD repeat domain 82 pseudogene 1","HGNC:32447","3q11.2"
"WDR83","Approved symbol","WDR83","WD repeat domain 83","HGNC:32672","19p13.13"
"WDR83OS","Approved symbol","WDR83OS","WD repeat domain 83 opposite strand","HGNC:30203","19p13.13"
"WDR89","Approved symbol","WDR89","WD repeat domain 89","HGNC:20489","14q23.2"
"WDR90","Approved symbol","WDR90","WD repeat domain 90","HGNC:26960","16p13.3"
"WDR91","Approved symbol","WDR91","WD repeat domain 91","HGNC:24997","7q33"
"WDR92","Approved symbol","WDR92","WD repeat domain 92","HGNC:25176","2p14"
"WDR96","Previous symbol","CFAP43","cilia and flagella associated protein 43","HGNC:26684","10q25.1"
"WDSUB1","Approved symbol","WDSUB1","WD repeat, sterile alpha motif and U-box domain containing 1","HGNC:26697","2q24.2"
"WDTC1","Approved symbol","WDTC1","WD and tetratricopeptide repeats 1","HGNC:29175","1p36.11"
"WDYHV1","Approved symbol","WDYHV1","WDYHV motif containing 1","HGNC:25490","8q24.13"
"WEE1","Approved symbol","WEE1","WEE1 G2 checkpoint kinase","HGNC:12761","11p15.4"
"WFS1","Approved symbol","WFS1","wolframin ER transmembrane glycoprotein","HGNC:12762","4p16.1"
"WHAMM","Approved symbol","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules","HGNC:30493","15q25.2"
"WHSC1","Previous symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3"
"WHSC1L1","Previous symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23"
"WIBG","Previous symbol","PYM1","PYM homolog 1, exon junction complex associated factor","HGNC:30258","12q13.2"
"WIPF1","Approved symbol","WIPF1","WAS/WASL interacting protein family member 1","HGNC:12736","2q31.1"
"WIPF2","Approved symbol","WIPF2","WAS/WASL interacting protein family member 2","HGNC:30923","17q21.2"
"WIPF3","Approved symbol","WIPF3","WAS/WASL interacting protein family member 3","HGNC:22004","7p14.3"
"WIPI1","Approved symbol","WIPI1","WD repeat domain, phosphoinositide interacting 1","HGNC:25471","17q24.2"
"WIPI2","Approved symbol","WIPI2","WD repeat domain, phosphoinositide interacting 2","HGNC:32225","7p22.1"
"WISP2","Previous symbol","CCN5","cellular communication network factor 5","HGNC:12770","20q13.12"
"WIZ","Approved symbol","WIZ","WIZ zinc finger","HGNC:30917","19p13.12"
"WLS","Approved symbol","WLS","Wnt ligand secretion mediator","HGNC:30238","1p31.3"
"WLS","Alias symbol","WLS","Wnt ligand secretion mediator","HGNC:30238","1p31.3"
"WNK1","Approved symbol","WNK1","WNK lysine deficient protein kinase 1","HGNC:14540","12p13.33"
"WNK2","Approved symbol","WNK2","WNK lysine deficient protein kinase 2","HGNC:14542","9q22.31"
"WNK3","Approved symbol","WNK3","WNK lysine deficient protein kinase 3","HGNC:14543","Xp11.22"
"WNK4","Approved symbol","WNK4","WNK lysine deficient protein kinase 4","HGNC:14544","17q21.2"
"WNT10B","Approved symbol","WNT10B","Wnt family member 10B","HGNC:12775","12q13.12"
"WNT2B","Approved symbol","WNT2B","Wnt family member 2B","HGNC:12781","1p13.2"
"WNT3","Approved symbol","WNT3","Wnt family member 3","HGNC:12782","17q21.31-q21.32"
"WNT5A","Approved symbol","WNT5A","Wnt family member 5A","HGNC:12784","3p14.3"
"WNT5B","Approved symbol","WNT5B","Wnt family member 5B","HGNC:16265","12p13.33"
"WNT7B","Approved symbol","WNT7B","Wnt family member 7B","HGNC:12787","22q13.31"
"WNT9A","Approved symbol","WNT9A","Wnt family member 9A","HGNC:12778","1q42.13"
"WRAP53","Approved symbol","WRAP53","WD repeat containing antisense to TP53","HGNC:25522","17p13.1"
"WRAP73","Approved symbol","WRAP73","WD repeat containing, antisense to TP73","HGNC:12759","1p36.32"
"WRB","Previous symbol","GET1","guided entry of tail-anchored proteins factor 1","HGNC:12790","21q22.2"
"WRN","Approved symbol","WRN","WRN RecQ like helicase","HGNC:12791","8p12"
"WRNIP1","Approved symbol","WRNIP1","WRN helicase interacting protein 1","HGNC:20876","6p25.2"
"WSB1","Approved symbol","WSB1","WD repeat and SOCS box containing 1","HGNC:19221","17q11.1"
"WSB2","Approved symbol","WSB2","WD repeat and SOCS box containing 2","HGNC:19222","12q24.23"
"WSCD1","Approved symbol","WSCD1","WSC domain containing 1","HGNC:29060","17p13.2"
"WT1","Approved symbol","WT1","WT1 transcription factor","HGNC:12796","11p13"
"WTAP","Approved symbol","WTAP","WT1 associated protein","HGNC:16846","6q25.3"
"WTIP","Approved symbol","WTIP","WT1 interacting protein","HGNC:20964","19q13.11"
"WWC1","Approved symbol","WWC1","WW and C2 domain containing 1","HGNC:29435","5q34"
"WWC2","Approved symbol","WWC2","WW and C2 domain containing 2","HGNC:24148","4q35.1"
"WWC3","Approved symbol","WWC3","WWC family member 3","HGNC:29237","Xp22.2"
"WWOX","Approved symbol","WWOX","WW domain containing oxidoreductase","HGNC:12799","16q23.1-q23.2"
"WWP1","Approved symbol","WWP1","WW domain containing E3 ubiquitin protein ligase 1","HGNC:17004","8q21.3"
"WWP2","Approved symbol","WWP2","WW domain containing E3 ubiquitin protein ligase 2","HGNC:16804","16q22.1"
"WWTR1","Approved symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"XAB2","Approved symbol","XAB2","XPA binding protein 2","HGNC:14089","19p13.3"
"XAF1","Approved symbol","XAF1","XIAP associated factor 1","HGNC:30932","17p13.2"
"XBP1","Approved symbol","XBP1","X-box binding protein 1","HGNC:12801","22q12.1"
"XBP1","Previous symbol","XBP1P1","X-box binding protein 1 pseudogene 1","HGNC:12802","5q22.2"
"XDH","Approved symbol","XDH","xanthine dehydrogenase","HGNC:12805","2p23.1"
"XIAP","Approved symbol","XIAP","X-linked inhibitor of apoptosis","HGNC:592","Xq25"
"XK","Approved symbol","XK","X-linked Kx blood group","HGNC:12811","Xp21.1"
"XKR6","Approved symbol","XKR6","XK related 6","HGNC:27806","8p23.1"
"XKR8","Approved symbol","XKR8","XK related 8","HGNC:25508","1p35.3"
"XKR9","Approved symbol","XKR9","XK related 9","HGNC:20937","8q13.3"
"XPA","Approved symbol","XPA","XPA, DNA damage recognition and repair factor","HGNC:12814","9q22.33"
"XPC","Approved symbol","XPC","XPC complex subunit, DNA damage recognition and repair factor","HGNC:12816","3p25.1"
"XPNPEP1","Approved symbol","XPNPEP1","X-prolyl aminopeptidase 1","HGNC:12822","10q25.1"
"XPNPEP3","Approved symbol","XPNPEP3","X-prolyl aminopeptidase 3","HGNC:28052","22q13.2"
"XPO1","Approved symbol","XPO1","exportin 1","HGNC:12825","2p15"
"XPO4","Approved symbol","XPO4","exportin 4","HGNC:17796","13q12.11"
"XPO5","Approved symbol","XPO5","exportin 5","HGNC:17675","6p21.1"
"XPO6","Approved symbol","XPO6","exportin 6","HGNC:19733","16p11.2"
"XPO7","Approved symbol","XPO7","exportin 7","HGNC:14108","8p21.3"
"XPOT","Approved symbol","XPOT","exportin for tRNA","HGNC:12826","12q14.2"
"XPR1","Approved symbol","XPR1","xenotropic and polytropic retrovirus receptor 1","HGNC:12827","1q25.3"
"XRCC1","Approved symbol","XRCC1","X-ray repair cross complementing 1","HGNC:12828","19q13.31"
"XRCC2","Approved symbol","XRCC2","X-ray repair cross complementing 2","HGNC:12829","7q36.1"
"XRCC3","Approved symbol","XRCC3","X-ray repair cross complementing 3","HGNC:12830","14q32.33"
"XRCC4","Approved symbol","XRCC4","X-ray repair cross complementing 4","HGNC:12831","5q14.2"
"XRCC5","Approved symbol","XRCC5","X-ray repair cross complementing 5","HGNC:12833","2q35"
"XRCC6","Approved symbol","XRCC6","X-ray repair cross complementing 6","HGNC:4055","22q13.2"
"XRCC6BP1","Previous symbol","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog","HGNC:29452","12q14.1"
"XRN1","Approved symbol","XRN1","5'-3' exoribonuclease 1","HGNC:30654","3q23"
"XRN2","Approved symbol","XRN2","5'-3' exoribonuclease 2","HGNC:12836","20p11.22"
"XRRA1","Approved symbol","XRRA1","X-ray radiation resistance associated 1","HGNC:18868","11q13.4"
"XXYLT1","Approved symbol","XXYLT1","xyloside xylosyltransferase 1","HGNC:26639","3q29"
"XYLB","Approved symbol","XYLB","xylulokinase","HGNC:12839","3p22.2"
"XYLT1","Approved symbol","XYLT1","xylosyltransferase 1","HGNC:15516","16p12.3"
"XYLT2","Approved symbol","XYLT2","xylosyltransferase 2","HGNC:15517","17q21.33"
"YAE1D1","Previous symbol","YAE1","YAE1 maturation factor of ABCE1","HGNC:24857","7p14.1"
"YAF2","Approved symbol","YAF2","YY1 associated factor 2","HGNC:17363","12q12"
"YAP1","Approved symbol","YAP1","Yes1 associated transcriptional regulator","HGNC:16262","11q22.1"
"YARS","Previous symbol","YARS1","tyrosyl-tRNA synthetase 1","HGNC:12840","1p35.1"
"YARS2","Approved symbol","YARS2","tyrosyl-tRNA synthetase 2","HGNC:24249","12p11.21"
"YBEY","Approved symbol","YBEY","ybeY metalloendoribonuclease","HGNC:1299","21q22.3"
"YBX1","Approved symbol","YBX1","Y-box binding protein 1","HGNC:8014","1p34.2"
"YBX2","Approved symbol","YBX2","Y-box binding protein 2","HGNC:17948","17p13.1"
"YBX3","Approved symbol","YBX3","Y-box binding protein 3","HGNC:2428","12p13.2"
"YDJC","Approved symbol","YDJC","YdjC chitooligosaccharide deacetylase homolog","HGNC:27158","22q11.21"
"YEATS2","Approved symbol","YEATS2","YEATS domain containing 2","HGNC:25489","3q27.1"
"YEATS4","Approved symbol","YEATS4","YEATS domain containing 4","HGNC:24859","12q15"
"YES1","Approved symbol","YES1","YES proto-oncogene 1, Src family tyrosine kinase","HGNC:12841","18p11.32"
"YIF1A","Approved symbol","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein","HGNC:16688","11q13.2"
"YIF1B","Approved symbol","YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein","HGNC:30511","19q13.2"
"YIPF1","Approved symbol","YIPF1","Yip1 domain family member 1","HGNC:25231","1p32.3"
"YIPF2","Approved symbol","YIPF2","Yip1 domain family member 2","HGNC:28476","19p13.2"
"YIPF3","Approved symbol","YIPF3","Yip1 domain family member 3","HGNC:21023","6p21.1"
"YIPF4","Approved symbol","YIPF4","Yip1 domain family member 4","HGNC:28145","2p22.3"
"YIPF5","Approved symbol","YIPF5","Yip1 domain family member 5","HGNC:24877","5q31.3"
"YIPF6","Approved symbol","YIPF6","Yip1 domain family member 6","HGNC:28304","Xq12-q13.1"
"YJEFN3","Approved symbol","YJEFN3","YjeF N-terminal domain containing 3","HGNC:24785","19p13.11"
"YKT6","Approved symbol","YKT6","YKT6 v-SNARE homolog","HGNC:16959","7p13"
"YLPM1","Approved symbol","YLPM1","YLP motif containing 1","HGNC:17798","14q24.3"
"YME1L1","Approved symbol","YME1L1","YME1 like 1 ATPase","HGNC:12843","10p12.1"
"YOD1","Approved symbol","YOD1","YOD1 deubiquitinase","HGNC:25035","1q32.1"
"YPEL1","Approved symbol","YPEL1","yippee like 1","HGNC:12845","22q11.21-q11.22"
"YPEL2","Approved symbol","YPEL2","yippee like 2","HGNC:18326","17q22"
"YPEL3","Approved symbol","YPEL3","yippee like 3","HGNC:18327","16p11.2"
"YPEL5","Approved symbol","YPEL5","yippee like 5","HGNC:18329","2p23.1"
"YRDC","Approved symbol","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing","HGNC:28905","1p34.3"
"YTHDC1","Approved symbol","YTHDC1","YTH domain containing 1","HGNC:30626","4q13.2"
"YTHDC2","Approved symbol","YTHDC2","YTH domain containing 2","HGNC:24721","5q22.2"
"YTHDF1","Approved symbol","YTHDF1","YTH N6-methyladenosine RNA binding protein 1","HGNC:15867","20q13.33"
"YTHDF2","Approved symbol","YTHDF2","YTH N6-methyladenosine RNA binding protein 2","HGNC:31675","1p35.3"
"YTHDF3","Approved symbol","YTHDF3","YTH N6-methyladenosine RNA binding protein 3","HGNC:26465","8q12.3"
"YWHAB","Approved symbol","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","HGNC:12849","20q13.12"
"YWHAE","Approved symbol","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","HGNC:12851","17p13.3"
"YWHAG","Approved symbol","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","HGNC:12852","7q11.23"
"YWHAH","Approved symbol","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","HGNC:12853","22q12.3"
"YWHAQ","Approved symbol","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","HGNC:12854","2p25.1"
"YWHAZ","Approved symbol","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","HGNC:12855","8q22.3"
"YY1","Approved symbol","YY1","YY1 transcription factor","HGNC:12856","14q32.2"
"YY1AP1","Approved symbol","YY1AP1","YY1 associated protein 1","HGNC:30935","1q22"
"YY2","Approved symbol","YY2","YY2 transcription factor","HGNC:31684","Xp22.12"
"ZACN","Approved symbol","ZACN","zinc activated ion channel","HGNC:29504","17q25.1"
"ZADH2","Approved symbol","ZADH2","zinc binding alcohol dehydrogenase domain containing 2","HGNC:28697","18q22.3"
"ZBED3","Approved symbol","ZBED3","zinc finger BED-type containing 3","HGNC:20711","5q13.3"
"ZBED4","Approved symbol","ZBED4","zinc finger BED-type containing 4","HGNC:20721","22q13.33"
"ZBED5","Approved symbol","ZBED5","zinc finger BED-type containing 5","HGNC:30803","11p15.4"
"ZBED6","Approved symbol","ZBED6","zinc finger BED-type containing 6","HGNC:33273","1q32.1"
"ZBTB1","Approved symbol","ZBTB1","zinc finger and BTB domain containing 1","HGNC:20259","14q23.3"
"ZBTB10","Approved symbol","ZBTB10","zinc finger and BTB domain containing 10","HGNC:30953","8q21.13"
"ZBTB11","Approved symbol","ZBTB11","zinc finger and BTB domain containing 11","HGNC:16740","3q12.3"
"ZBTB12","Approved symbol","ZBTB12","zinc finger and BTB domain containing 12","HGNC:19066","6p21.33"
"ZBTB14","Approved symbol","ZBTB14","zinc finger and BTB domain containing 14","HGNC:12860","18p11.31"
"ZBTB17","Approved symbol","ZBTB17","zinc finger and BTB domain containing 17","HGNC:12936","1p36.13"
"ZBTB18","Approved symbol","ZBTB18","zinc finger and BTB domain containing 18","HGNC:13030","1q44"
"ZBTB2","Approved symbol","ZBTB2","zinc finger and BTB domain containing 2","HGNC:20868","6q25.1"
"ZBTB20","Approved symbol","ZBTB20","zinc finger and BTB domain containing 20","HGNC:13503","3q13.31"
"ZBTB21","Approved symbol","ZBTB21","zinc finger and BTB domain containing 21","HGNC:13083","21q22.3"
"ZBTB22","Approved symbol","ZBTB22","zinc finger and BTB domain containing 22","HGNC:13085","6p21.3"
"ZBTB24","Approved symbol","ZBTB24","zinc finger and BTB domain containing 24","HGNC:21143","6q21"
"ZBTB25","Approved symbol","ZBTB25","zinc finger and BTB domain containing 25","HGNC:13112","14q23.3"
"ZBTB26","Approved symbol","ZBTB26","zinc finger and BTB domain containing 26","HGNC:23383","9q33.2"
"ZBTB3","Approved symbol","ZBTB3","zinc finger and BTB domain containing 3","HGNC:22918","11q12.3"
"ZBTB33","Approved symbol","ZBTB33","zinc finger and BTB domain containing 33","HGNC:16682","Xq24"
"ZBTB34","Approved symbol","ZBTB34","zinc finger and BTB domain containing 34","HGNC:31446","9q33.3"
"ZBTB37","Approved symbol","ZBTB37","zinc finger and BTB domain containing 37","HGNC:28365","1q25.1"
"ZBTB38","Approved symbol","ZBTB38","zinc finger and BTB domain containing 38","HGNC:26636","3q23"
"ZBTB39","Approved symbol","ZBTB39","zinc finger and BTB domain containing 39","HGNC:29014","12q13.3"
"ZBTB4","Approved symbol","ZBTB4","zinc finger and BTB domain containing 4","HGNC:23847","17p13.1"
"ZBTB40","Approved symbol","ZBTB40","zinc finger and BTB domain containing 40","HGNC:29045","1p36.12"
"ZBTB41","Approved symbol","ZBTB41","zinc finger and BTB domain containing 41","HGNC:24819","1q31.3"
"ZBTB42","Approved symbol","ZBTB42","zinc finger and BTB domain containing 42","HGNC:32550","14q32.33"
